geneID,KEGGID,S2_1,S2_2,S2_3,CPSF1_1,CPSF1_2,CPSF1_3
gene0,--,0,0,0,0,0,0
gene1,--,0,0,0,0,0,0
gene10,MMP0005,688,293,479,568,556,564
gene100,MMP0088,2356,1047,1743,2331,2040,2063
gene1000,MMP0971,5266,2943,4024,3987,3748,3672
gene1001,MMP0972,836,272,518,843,703,704
gene1002,MMP0973,62,19,36,66,55,72
gene1003,MMP0974,54,38,32,65,45,48
gene1004,MMP0975,1133,583,828,468,355,318
gene1005,MMP0976,485,214,354,878,769,827
gene1006,MMP0977,492,234,337,813,793,815
gene1007,MMP0978,379,108,207,330,241,181
gene1008,MMP0979,1310,445,927,501,359,262
gene1009,MMP0980,6523,4338,5936,2868,1760,1448
gene101,MMP0089,426,102,192,514,413,388
gene1010,MMP0981,5116,4662,5165,2253,1204,1144
gene1011,MMP0982,1817,790,1444,850,459,414
gene1012,MMP0983,5651,3298,5091,2619,1400,1413
gene1013,MMP0984,1634,743,1336,733,415,419
gene1014,MMP0985,12417,8925,11315,4289,3435,3484
gene1015,MMP0986,926,237,554,1172,882,969
gene1016,MMP0987,948,430,698,1269,1094,1163
gene1017,MMP0988,144,78,130,429,404,447
gene1018,MMP0989,7099,4397,6107,3786,3628,3470
gene1019,MMP0990,666,362,468,325,300,300
gene102,MMP0090,190,42,96,928,803,823
gene1020,MMP0991,2977,1317,2076,1564,1473,1456
gene1021,MMP0992,4326,989,2293,2616,2311,2491
gene1022,MMP0993,75,18,37,105,96,104
gene1023,MMP0994,22,17,6,37,36,31
gene1024,MMP0995,66,42,61,121,119,111
gene1025,MMP0996,202,52,153,355,354,353
gene1026,MMP0997,724,356,539,666,591,583
gene1027,MMP0998,88,106,108,180,188,157
gene1028,MMP0999,593,237,427,720,615,656
gene1029,MMP1000,83,14,36,87,63,81
gene103,MMP0091,3596,2109,2844,8811,8386,8634
gene1030,MMP1001,712,354,540,735,687,719
gene1031,MMP1002,797,458,649,427,429,360
gene1032,MMP1003,1008,1022,1011,540,597,526
gene1033,MMP1004,284,144,219,151,159,134
gene1034,MMP1005,303,264,278,186,182,152
gene1035,MMP1006,899,688,803,453,454,404
gene1036,MMP1007,717,383,535,339,326,275
gene1037,MMP1008,356,250,296,223,259,201
gene1038,MMP1009,697,294,477,891,801,783
gene1039,MMP1010,338,137,257,608,550,551
gene104,MMP0092,2724,627,1520,3330,2860,2966
gene1040,MMP1011,4562,2564,3784,3000,2634,2556
gene1041,MMP1012,657,370,526,501,476,464
gene1042,MMP1013,14657,8982,11467,9417,9343,8804
gene1043,MMP1014,1498,756,1034,2147,2056,2282
gene1044,MMP1015,1943,617,1062,2074,1781,1932
gene1045,MMP1016,8490,4135,6286,7593,7330,7074
gene1046,MMP1017,4298,2695,3789,2074,1953,1999
gene1047,MMP1018,4436,2733,3477,3570,3562,3544
gene1048,MMP1019,339,142,211,763,670,742
gene1049,MMP1020,464,176,308,733,1166,972
gene105,MMP0093,12893,7833,9914,8136,7403,7927
gene1050,MMP1021,4736,2168,2289,2404,4512,3178
gene1051,MMP1022,3285,1346,1590,1831,3254,2324
gene1052,MMP1023,1335,351,531,781,1316,959
gene1053,MMP1024,1867,969,1393,6168,6084,5935
gene1054,MMP1025,447,118,222,996,838,962
gene1055,MMP1026,2959,2194,2749,2927,3029,2990
gene1056,MMP1027,447,253,371,408,408,393
gene1057,MMP1028,2056,997,1466,2445,2279,2423
gene1058,MMP1029,368,62,160,451,382,415
gene1059,MMP1030,5426,2462,3792,7236,6902,6818
gene106,MMP0094,2989,2001,2325,2907,2767,2894
gene1060,MMP1031,7019,4654,5584,7372,6610,6444
gene1061,MMP1032,5001,3047,4168,4533,4451,4620
gene1062,MMP1033,7383,3634,5379,8077,7270,7513
gene1063,MMP1034,698,242,442,891,755,845
gene1064,MMP1035,1926,1209,1741,1725,1625,1546
gene1065,MMP1036,4694,2886,4010,4052,3710,3615
gene1066,MMP1037,98,27,61,528,450,457
gene1067,MMP1038,9774,3722,6923,5622,4606,5244
gene1068,MMP1039,93077,57045,84192,54293,48344,48583
gene1069,MMP1040,18993,14032,17496,10667,9431,9539
gene107,MMP0095,1524,720,1185,1101,1010,1013
gene1070,MMP1041,20727,13093,18657,12065,10620,10609
gene1071,MMP1042,45541,24052,37883,26555,22632,22111
gene1072,MMP1043,3117,1750,2429,1734,1301,1461
gene1073,MMP1044,74264,55883,71502,43072,38652,36773
gene1074,MMP1045,68086,72418,71809,39147,36854,33698
gene1075,MMP1046,22043,14942,19586,12606,11752,10802
gene1076,MMP1047,13707,5030,9904,7179,6113,6213
gene1077,MMP1048,483,213,345,1043,887,1103
gene1078,MMP1049,2188,954,1594,1792,1580,1516
gene1079,MMP1050,2282,1154,1873,2500,2342,2413
gene108,MMP0096,535,258,485,4006,3803,4073
gene1080,MMP1051,1024,525,782,1209,1130,1081
gene1081,MMP1052,1528,609,1072,2214,2229,1948
gene1082,MMP1053,7996,5738,7041,6270,7953,6425
gene1083,MMP1054,6233,6228,6568,4980,5930,4987
gene1084,MMP1055,88,43,54,79,71,77
gene1085,MMP1056,1684,1245,1423,1542,1549,1577
gene1086,MMP1057,519,251,378,272,257,277
gene1087,MMP1058,302,102,188,430,369,377
gene1088,--,3,1,2,22,23,19
gene1089,MMP1059,280,244,332,432,427,469
gene109,MMP0097,211,117,179,239,182,166
gene1090,MMP1060,1045,593,851,1150,966,1070
gene1091,MMP1061,225,104,186,280,230,236
gene1092,MMP1062,2036,965,1423,2273,2010,1950
gene1093,MMP1063,2665,1541,1874,4127,3807,3911
gene1094,MMP1064,667,383,597,753,675,734
gene1095,MMP1065,494,220,393,270,253,294
gene1096,MMP1066,526,275,322,433,403,409
gene1097,MMP1067,1157,597,860,2951,2819,2829
gene1098,MMP1068,790,231,441,1437,1200,1173
gene1099,MMP1069,1868,1260,1732,3002,2633,2714
gene11,MMP0006,6776,4400,4888,3545,3392,3391
gene110,MMP0098,5061,3302,2422,3256,3003,3319
gene1100,MMP1070,1413,1026,1178,1794,1701,1823
gene1101,MMP1071,811,430,636,604,547,535
gene1102,MMP1072,2032,1061,1651,1982,1741,1926
gene1103,MMP1073,805,328,509,235,296,321
gene1104,MMP1074,295,74,154,108,108,110
gene1105,MMP1075,746,207,395,428,378,424
gene1106,MMP1076,2091,1188,1734,1420,1395,1464
gene1107,MMP1077,2920,1394,2365,2279,2072,2220
gene1108,MMP1078,120,72,66,90,63,89
gene1109,MMP1079,1449,536,796,1416,1299,1244
gene111,MMP0099,2130,758,1494,1547,1349,1443
gene1110,MMP1080,2092,862,1434,2338,2171,2218
gene1111,MMP1081,2279,1138,1699,2406,2322,2327
gene1112,MMP1082,674,446,508,703,630,615
gene1113,MMP1083,912,392,639,830,824,869
gene1114,MMP1084,1288,626,1010,1216,1102,1211
gene1115,MMP1085,921,510,776,671,733,721
gene1116,MMP1086,1386,600,909,1033,1008,1059
gene1117,MMP1087,1962,938,1402,1836,1616,1804
gene1118,MMP1088,1230,509,814,839,696,775
gene1119,MMP1089,1127,511,867,1069,856,1038
gene112,MMP0100,3704,1499,2700,2007,1868,2074
gene1120,MMP1090,1638,1244,1654,926,922,990
gene1121,MMP1091,2293,1384,1938,1233,1139,1185
gene1122,MMP1092,741,347,502,602,525,530
gene1123,MMP1093,58,38,52,68,65,81
gene1124,MMP1094,14566,9992,13571,7397,7137,7033
gene1125,MMP1095,860,349,462,197,186,208
gene1126,MMP1096,118,60,89,154,128,145
gene1127,MMP1097,134,46,87,117,111,100
gene1128,MMP1098,203,138,160,175,159,200
gene1129,MMP1099,208,98,165,196,160,197
gene113,MMP0101,3062,1286,2285,1555,1421,1515
gene1130,MMP1100,6711,4710,7163,2790,2662,2874
gene1131,MMP1101,2802,1328,1993,970,802,922
gene1132,MMP1102,442,200,310,320,339,367
gene1133,MMP1103,380,107,206,239,226,261
gene1134,MMP1104,565,282,450,342,401,389
gene1135,MMP1105,1739,1390,1621,982,1114,1066
gene1136,MMP1106,270,65,176,183,176,152
gene1137,MMP1107,209,24,87,259,189,251
gene1138,MMP1108,1471,612,942,1769,1718,1666
gene1139,MMP1109,2470,627,1332,3049,2842,2880
gene114,MMP0102,332,235,313,419,430,361
gene1140,MMP1110,449,139,342,538,480,547
gene1141,MMP1111,856,352,601,874,735,848
gene1142,MMP1112,1207,378,757,1094,836,979
gene1143,MMP1113,3176,1486,2350,1806,1760,1748
gene1144,MMP1114,1553,727,1181,935,954,837
gene1145,MMP1115,2728,1799,2325,1844,1781,1806
gene1146,MMP1116,7600,5575,6829,4590,4747,4634
gene1147,MMP1117,1460,531,978,1185,1046,1087
gene1148,MMP1118,748,134,376,475,379,436
gene1149,MMP1119,329,149,244,1072,1025,1032
gene115,MMP0103,5983,8579,8161,3416,3358,3141
gene1150,MMP1120,3952,1763,2699,3218,2938,2995
gene1151,MMP1121,416,153,292,2387,2313,2254
gene1152,MMP1122,2640,1444,2225,7861,7080,7013
gene1153,MMP1123,1298,686,1065,10121,9201,9463
gene1154,MMP1124,297,137,193,289,267,235
gene1155,MMP1125,82,28,52,100,103,112
gene1156,MMP1126,1226,436,770,1098,971,1068
gene1157,MMP1127,1477,769,1083,2872,2633,2756
gene1158,MMP1128,635,349,475,2547,2605,2588
gene1159,MMP1129,2163,1123,1557,2835,2775,2783
gene116,--,10,0,6,3,13,7
gene1160,MMP1130,251,113,145,853,802,860
gene1161,MMP1131,3159,1018,1946,3452,3357,3253
gene1162,MMP1132,580,194,397,818,740,756
gene1163,MMP1133,1908,991,1348,2151,2065,2138
gene1164,MMP1134,79,26,34,101,113,149
gene1165,MMP1135,93,69,64,104,126,110
gene1166,MMP1136,2071,1262,1563,1141,1223,1084
gene1167,MMP1137,1500,862,1118,954,903,961
gene1168,MMP1138,1550,837,1146,1352,1483,1446
gene1169,MMP1139,648,355,435,605,598,522
gene117,--,0,0,0,0,0,0
gene1170,MMP1140,1358,370,774,646,530,909
gene1171,MMP1141,1194,690,922,1508,1481,1397
gene1172,MMP1142,112,37,84,172,148,132
gene1173,MMP1143,357,135,204,361,314,335
gene1174,MMP1144,703,196,369,1062,973,968
gene1175,MMP1145,1480,554,1026,1205,1051,1052
gene1176,MMP1146,7271,4013,5600,28105,27477,27540
gene1177,MMP1147,7811,7179,6229,6643,6334,6564
gene1178,MMP1148,3481,2559,2623,2797,2829,2798
gene1179,MMP1149,10468,5687,7870,7475,7301,7322
gene118,--,0,0,0,0,0,0
gene1180,MMP1150,298,153,211,604,350,418
gene1181,MMP1151,81,45,70,241,178,162
gene1182,MMP1152,675,228,422,719,455,553
gene1183,MMP1153,8727,5907,7240,2809,2584,2860
gene1184,MMP1154,2544,1840,2378,1383,1318,1482
gene1185,MMP1155,7897,8509,9108,3307,3680,3767
gene1186,MMP1156,1635,2626,1905,672,689,817
gene1187,MMP1157,1681,1141,1791,714,721,775
gene1188,MMP1158,1080,1394,1350,422,450,621
gene1189,MMP1159,2715,2553,2937,1082,1133,1265
gene119,--,0,0,0,0,0,0
gene1190,MMP1160,424,666,438,125,130,226
gene1191,MMP1161,1417,1127,1328,585,549,584
gene1192,MMP1162,1887,1622,2162,3100,3304,3573
gene1193,MMP1163,503,356,441,517,508,549
gene1194,MMP1164,111,68,110,248,192,264
gene1195,MMP1165,2255,1612,2293,4327,3975,4522
gene1196,MMP1166,521,512,562,523,481,531
gene1197,MMP1167,703,589,758,650,583,722
gene1198,MMP1168,4825,3303,4363,3054,2847,2977
gene1199,MMP1169,11301,6330,9270,7127,6446,6697
gene12,MMP0007,2086,1181,1641,2565,2554,2424
gene120,--,0,0,0,0,0,0
gene1200,MMP1170,540,314,508,573,554,560
gene1201,MMP1171,705,332,487,844,735,884
gene1202,MMP1172,44,51,45,104,73,63
gene1203,MMP1173,134,90,110,254,237,226
gene1204,MMP1174,8027,4741,6728,4233,4107,4216
gene1205,MMP1175,1690,592,993,1393,1085,1021
gene1206,MMP1176,739,652,546,715,488,381
gene1207,MMP1177,1467,726,1053,1343,1067,892
gene1208,MMP1178,10408,5259,6593,7946,6464,5860
gene1209,MMP1179,54,34,33,673,561,485
gene121,--,0,0,0,0,0,0
gene1210,MMP1180,613,330,475,2638,2045,1895
gene1211,MMP1181,1482,885,1154,1617,1292,1134
gene1212,MMP1182,9913,4438,7160,7533,6106,5776
gene1213,MMP1183,7328,4589,5997,5470,4514,4113
gene1214,MMP1184,178,32,87,87,71,98
gene1215,MMP1185,2527,709,1428,2308,1929,2027
gene1216,MMP1186,14113,6901,10683,11824,11290,10887
gene1217,MMP1187,974,374,639,1570,1461,1452
gene1218,MMP1188,10929,3991,7361,6006,5161,5582
gene1219,MMP1189,2416,962,1443,1074,1148,1142
gene122,--,0,0,0,0,0,0
gene1220,MMP1190,4312,1700,2741,968,959,956
gene1221,MMP1191,13889,8055,10605,3519,3632,3817
gene1222,MMP1192,410,172,273,416,456,360
gene1223,MMP1193,918,881,958,1075,1121,1070
gene1224,MMP1194,312,167,256,262,202,246
gene1225,MMP1195,255,70,132,117,109,115
gene1226,MMP1196,984,492,683,522,452,460
gene1227,MMP1197,1041,361,699,910,893,891
gene1228,MMP1198,1326,659,841,902,864,852
gene1229,MMP1199,932,465,735,1028,890,960
gene123,--,0,0,0,0,0,0
gene1230,MMP1200,4510,2640,3518,3287,3153,3306
gene1231,MMP1201,232,86,154,326,324,392
gene1232,MMP1202,81,38,59,92,72,115
gene1233,MMP1203,335,125,244,460,425,486
gene1234,MMP1204,789,352,508,695,657,642
gene1235,MMP1205,1902,1129,1490,1083,961,1024
gene1236,MMP1206,33215,23928,26679,11148,11006,10204
gene1237,MMP1207,7125,2247,4529,4449,4078,4124
gene1238,MMP1208,14167,10212,12974,21739,21486,20492
gene1239,MMP1209,1271,416,876,7133,6474,6571
gene124,MMP0104,355,125,206,2080,1867,2067
gene1240,MMP1210,13149,6171,11347,7936,6652,7656
gene1241,MMP1211,32999,29752,34122,17375,14472,14703
gene1242,MMP1212,37114,37290,39560,20319,16892,16491
gene1243,MMP1213,13705,8497,11684,7049,5507,5676
gene1244,MMP1214,105,74,95,183,169,182
gene1245,MMP1215,861,589,747,1281,1346,1296
gene1246,MMP1216,1444,775,1109,3058,3007,3036
gene1247,MMP1217,1834,851,1270,1841,1629,1718
gene1248,MMP1218,3866,3012,3588,4166,4019,4014
gene1249,MMP1219,2646,1109,1748,2895,2864,2804
gene125,MMP0105,2037,1020,1829,2928,2736,2948
gene1250,MMP1220,1574,856,1169,3255,3238,2987
gene1251,MMP1221,284,152,203,368,329,360
gene1252,MMP1222,6280,3147,4703,7862,7309,7457
gene1253,MMP1223,3312,3078,3344,3436,3200,3075
gene1254,MMP1224,4984,2549,3633,5214,4867,4601
gene1255,MMP1225,568,328,529,2037,1820,1812
gene1256,MMP1226,309,121,242,147,164,185
gene1257,MMP1227,228,62,145,312,257,296
gene1258,MMP1228,260,104,202,300,255,275
gene1259,MMP1229,611,394,619,334,361,335
gene126,MMP0106,256,107,284,1602,1540,1556
gene1260,MMP1230,1476,741,1150,1465,1234,1373
gene1261,MMP1231,389,221,310,505,438,446
gene1262,MMP1232,322,140,161,235,217,198
gene1263,MMP1233,515,367,396,254,247,217
gene1264,MMP1234,656,231,450,573,502,488
gene1265,MMP1235,376,173,230,262,220,230
gene1266,MMP1236,276,86,195,280,253,239
gene1267,MMP1237,126,30,40,98,89,103
gene1268,MMP1238,229,105,168,499,451,456
gene1269,MMP1239,156,91,106,339,257,312
gene127,MMP0107,51,12,34,481,444,445
gene1270,MMP1240,2260,1220,1662,1758,1740,1624
gene1271,MMP1241,506,210,319,425,367,409
gene1272,MMP1242,2470,1548,1984,1823,1764,1691
gene1273,MMP1243,210,151,187,300,331,341
gene1274,MMP1244,4041,3686,4002,2548,2806,2857
gene1275,MMP1245,9573,8132,9589,5917,6542,6470
gene1276,MMP1246,110,71,82,70,68,89
gene1277,MMP1247,2198,2197,2169,1271,1369,1365
gene1278,MMP1248,17069,16032,18108,10408,11570,11465
gene1279,MMP1249,7816,5699,7568,4602,4695,5017
gene128,MMP0108,1157,666,984,3471,3194,3157
gene1280,MMP1250,1073,471,741,864,800,805
gene1281,MMP1251,1799,1284,1674,1472,1548,1481
gene1282,MMP1252,3095,2527,2671,2405,2418,2539
gene1283,MMP1253,954,428,659,1130,1179,1162
gene1284,MMP1254,2445,1798,2151,2140,2145,2030
gene1285,MMP1255,4174,1943,2936,3791,3711,3842
gene1286,MMP1256,170,82,102,747,677,762
gene1287,MMP1257,769,454,706,1242,1244,1238
gene1288,MMP1258,1954,1704,2063,2851,2968,2942
gene1289,MMP1259,8315,5379,6896,5048,5175,4984
gene129,MMP0109,91,43,65,897,713,718
gene1290,MMP1260,32220,17256,24072,10868,10199,10353
gene1291,MMP1261,2402,1371,1825,1911,1858,1832
gene1292,MMP1262,537,240,351,670,597,693
gene1293,MMP1263,496,214,363,982,812,844
gene1294,MMP1264,1249,759,1127,2271,2159,2110
gene1295,MMP1265,3546,2815,3190,3043,3297,3020
gene1296,MMP1266,2212,1528,1895,2224,2277,2085
gene1297,MMP1267,646,217,397,551,504,470
gene1298,MMP1268,363,202,238,127,158,162
gene1299,MMP1269,49,20,40,23,19,19
gene13,MMP0008,1607,907,1139,1492,1293,1329
gene130,MMP0110,128,69,91,646,529,594
gene1300,MMP1270,832,764,1199,3765,2345,2276
gene1301,MMP1271,3767,3796,4556,4329,2607,2702
gene1302,MMP1272,2405,2289,2753,3339,1973,2170
gene1303,MMP1273,223,214,267,366,185,210
gene1304,MMP1274,12903,8819,12198,7477,5210,5481
gene1305,MMP1275,4183,2892,3557,2422,2103,2373
gene1306,MMP1276,281,101,154,130,103,121
gene1307,MMP1277,445,703,697,656,623,623
gene1308,MMP1278,40,73,76,48,59,67
gene1309,MMP1279,130,52,105,167,157,169
gene131,MMP0111,42,18,18,159,107,132
gene1310,--,12,1,5,110,98,114
gene1311,MMP1280,50,13,20,146,102,125
gene1312,MMP1281,255,65,156,609,545,574
gene1313,MMP1282,887,414,640,858,739,737
gene1314,MMP1283,196,192,182,145,144,168
gene1315,MMP1284,2540,1050,1664,2487,2143,2164
gene1316,MMP1285,240,49,93,416,342,351
gene1317,--,0,1,0,1,1,2
gene1318,--,1,1,3,0,5,3
gene1319,MMP1286,5652,4184,4827,4761,4776,4495
gene132,MMP0112,494,205,366,1019,872,954
gene1320,MMP1287,384,166,257,282,237,285
gene1321,MMP1288,3050,1950,2507,3736,3662,3414
gene1322,MMP1289,15234,8563,12057,12511,11816,11424
gene1323,MMP1290,2227,1084,1634,1747,1618,1615
gene1324,MMP1291,1503,684,1075,1535,1438,1657
gene1325,MMP1292,1317,689,981,1556,1562,1510
gene1326,MMP1293,905,1384,1560,694,748,794
gene1327,MMP1294,1469,813,1179,937,896,929
gene1328,MMP1295,1127,665,836,651,537,615
gene1329,MMP1296,686,337,444,472,428,541
gene133,MMP0113,681,328,503,1206,1002,1118
gene1330,MMP1297,60470,47522,56676,84814,78134,52316
gene1331,MMP1298,105511,72536,97576,152116,126362,90482
gene1332,MMP1299,16846,17316,17615,12121,8408,6632
gene1333,MMP1300,17910,10749,15590,12758,8816,7814
gene1334,MMP1301,70435,47582,57086,46613,34994,30343
gene1335,MMP1302,32694,16186,23722,18774,16366,14448
gene1336,MMP1303,4662,2582,3768,6124,5849,6137
gene1337,MMP1304,623,269,365,853,803,831
gene1338,MMP1305,2052,935,1440,2850,2655,2766
gene1339,MMP1306,1866,963,1304,2709,2468,2612
gene134,MMP0114,69,21,38,119,130,114
gene1340,MMP1307,1398,1010,1259,2880,2830,2752
gene1341,MMP1308,8688,6040,6919,6148,5992,5671
gene1342,MMP1309,81,16,31,493,408,449
gene1343,MMP1310,3181,1924,2588,4063,3809,3883
gene1344,MMP1311,59,64,36,48,35,45
gene1345,MMP1312,822,246,592,1582,1389,1506
gene1346,MMP1313,1470,525,867,3505,3112,3388
gene1347,MMP1314,10187,5902,8041,14210,13757,13652
gene1348,MMP1315,1597,478,966,1524,1406,1353
gene1349,MMP1316,3435,1975,2820,3519,3528,3432
gene135,MMP0115,509,255,377,284,303,310
gene1350,MMP1317,2042,819,1404,2467,2253,2338
gene1351,MMP1318,6657,3968,5135,4886,5215,4972
gene1352,--,20,1,8,12,7,10
gene1353,--,53,6,14,49,31,39
gene1354,MMP1319,19008,16653,18053,14420,14233,13432
gene1355,MMP1320,20785,18341,19874,15748,15834,14514
gene1356,MMP1321,12073,12494,12635,8772,9027,8593
gene1357,MMP1322,11600,4265,7902,8620,7833,7447
gene1358,MMP1323,9435,5115,7734,6958,6780,6380
gene1359,MMP1324,7310,4185,5558,5170,5073,5206
gene136,MMP0116,2397,2090,2511,2961,2798,2751
gene1360,MMP1325,13972,9701,11956,9356,9363,8830
gene1361,MMP1326,1254,300,631,1649,1379,1682
gene1362,--,0,0,0,0,0,0
gene1363,MMP1327,759,1067,645,658,707,747
gene1364,MMP1328,4744,2521,3597,9339,9422,9341
gene1365,MMP1329,716,299,397,1372,1356,1357
gene1366,MMP1330,2750,959,1643,2511,2076,2195
gene1367,MMP1331,181,81,129,337,299,343
gene1368,MMP1332,235,365,414,544,563,567
gene1369,MMP1333,365,270,341,222,209,236
gene137,MMP0117,510,215,360,373,363,401
gene1370,MMP1334,3383,1632,2385,3957,3618,3850
gene1371,MMP1335,556,274,424,614,481,559
gene1372,MMP1336,961,648,919,1005,975,997
gene1373,MMP1337,566,178,331,326,292,289
gene1374,MMP1338,17,5,15,80,56,55
gene1375,MMP1339,197,89,140,187,145,159
gene1376,MMP1340,445,194,291,491,468,565
gene1377,MMP1341,761,341,502,783,688,661
gene1378,MMP1342,140,69,113,127,116,128
gene1379,MMP1343,444,417,527,1247,1323,1360
gene138,MMP0118,282,153,215,296,242,276
gene1380,MMP1344,157,115,163,513,499,561
gene1381,MMP1345,907,608,832,2555,2435,2664
gene1382,MMP1346,365,166,243,2725,2478,2774
gene1383,MMP1347,8648,5184,3898,5758,5224,6503
gene1384,MMP1348,738,292,595,1560,1412,1484
gene1385,MMP1349,1197,753,1072,1374,1360,1328
gene1386,MMP1350,1008,450,719,1712,1570,1690
gene1387,MMP1351,358,93,188,655,517,542
gene1388,MMP1352,4358,2954,3711,2232,2138,2159
gene1389,MMP1353,828,408,593,587,542,604
gene139,MMP0119,278,97,184,291,307,312
gene1390,MMP1354,1700,788,1291,2209,2131,2137
gene1391,MMP1355,733,290,562,900,847,871
